DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,FSTVL_PROGRM_NM,FSTVL_PROGRM_DC,REGIST_DE,CORE_KWRD_CN,OPN_DE
278,노을 보며 억새길을 걸어요 '영산강 서창들녘 억새축제',"영산강 서창들녘 억새축제는 영산강 일원에서 열리는 남도의 대표적 도심 속 힐링 생태축제이다. 억새길을 따라 걷는 명상걷기 행사부터 작은 결혼식, 한밤의 영화 감상, 억새꽃 SNS 사진 콘테스트, 서구 관광사진전 등이 열린다. 축제기간 동안 모은 기부금은 북한 어린이를 위해 사용되고, 폐막식에서는 수고한 주민들의 발을 구의원과 공무원들이 씻겨주는 세족식도 한다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/58/30112/16039/c/012_2019-영산강-서창들녘-억새축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/210,광주광역시,서구,광주광역시 서구 벽진동 505-1,생태환경 사생대회,생태 관련한 글쓰기 대회로 이를 통해 생태환경에 대한 마음을 고취시키고 수상자에 한해서 소정의 상품이 주어진다.,20191018,"광주, 영산강, 서창, 억새, 축제, 서구 8경",20220630
279,광복절 서대문형무소에서 개최되는 서대문독립민주축제,"서대문독립민주축제는2010년8월에 시작한 축제로, 1945년8월15일 독립의 의미와 민주주의의 가치를 일깨워 준다. 매년 광복절 전날과 광복절 이틀간 개최된다. 서대문독립민주축제는 서대문 감옥이 새롭게 꾸며진 서대문형무소 역사관에서 진행된다. 역사콘서트, 관객 참여 플래시몹, 독립민주체험, 수감 독립운동가 일상 보기 등의 다양한 프로그램이 진행된다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/167/30221/17134/c/112_2019-서대문독립민주축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/482,서울특별시,서대문구,서울 서대문구 현저동 101,서대문독립민주영화제,해마다 독립과 민주를 주제로 한 국내외 영화를 상영한다.,20191021,"서대문 형무소, 독립운동, 민주화운동, 고문",20220630
280,천만송이 연꽃과 함께 즐기는 '부여서동연꽃축제',부여서동연꽃축제는 서동과 선화공주의 사랑이야기가 서려있는 서동공원(궁남지)에서 매년 7월에 개최된다. 634년(무왕 35)에 만들어진 궁남지는 현재 국내에 남아 있는 인공 연못 중에서 가장 오래된 것이다. 10만평 규모의 연지에는 백련과 홍련을 비롯한 약 50종의 연꽃 천만송이가 핀다. 부여서동연꽃축제는 연꽃들을 관람하며 다양한 문화체험행사에 참여할 수 있는 축제이다.,지역명소축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/83/30136/17017/c/032_2019-부여서동연꽃축-thumb.jpg,https://ncms.nculture.org/local-festival/story/303,충청남도,부여군,충청남도 부여군 부여읍 동남리 142-4,서동선화 달빛 퍼레이드,‘천상에서 내려와 아름답고 신비한 연꽃정원에 소풍 온 서동선화’라는 주제로 전식의상을 입은 연기자들이 선보이는 퍼레이드이며 다채로운 볼거리가 특징이다.,20191021,"부여, 서동, 서동요, 축제, 선화공주, 지역명소, 연못",20220630
281,"열대야를 피하는 밤샘축제, 서울 문화로 바캉스","서울 문화로 바캉스는 2008년부터 개최된 ‘서울 문화의 밤’이 2018년에 바뀐 이름이다. 휴가 시즌에 피서를 가지 못한 시민들을 대상으로 평소에는 닫혀있던 서울시립미술관, 서울역사박물관, 시민청, 서울도서관 등을 야간 개방하고 체험할 수 있는 프로그램을 진행한다. 열대야에 시달리는 시민들을 8월의 무더위로부터 잠시 피할 수 있도록 해주는 축제이다. 이 축제의 자원활동가를 뜬눈이라 부른다. 국내 최초의 밤샘축제이다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/228/30282/18376/c/180_-서울문화의밤-thumb.jpg,https://ncms.nculture.org/local-festival/story/543,서울특별시,중구,서울 중구 태평로2가 17-3,서울광장 바캉스,"인기밴드 및 클래식 음악 공연과 영화 속 음악을 라이브 공연으로 즐기 수 있는 서울씨네뮤직, 그리고 모기장 안에서 영화 시청과 더불어 감독, 배우 등과 만나는 관객과의 행사 또한 만나볼 수 있는 프로그램이다.",20191030,"문화바캉스, 피서, 열대야, 밤샘",20220630
282,판소리의 성지 보성에서 열리는 서편제보성소리축제,"전라남도 보성은 근대 판소리의 성지로, 서편제에서 갈라진 강산제(岡山制)를 창시한 보성 서편제의 비조인 박유전(朴裕全)과 보성소리를 만든 정응민 등의 소리를 계승하고 기념하고, 판소리를 대중화하기 위한 축제의 장이다. 1998년 제1회 축제를 시작으로 지금까지 천하제일 명창무대, 전국판소리경연대회, 판소리 성지순례, 판소리 한대목 배우기 등의 다채로운 행사를 펼쳐왔다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/173/30227/17140/c/118_-2019-서편제보성소리축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/101,전라남도,보성군,전라남도 보성군 보성읍 송재로 165,서편제보성소리 명창 추모행사,"서편제의 비조인 박유전 선생 추모행사와 더불어 보성소리를 정립한 정응민 선생, 조상현, 성창순 등 여러 판소리명창들을 추모하며 옛시대의 정서를 풍부하게 담아낸 예술을 충분히 느낄 수 있다.",20191017,"서편제, 보성소리, 판소리 경연대회",20220630
283,"설렁탕 한 그릇 들고 가세요, 선농대제","선농대제는 1979년부터 선농단이 있는 제기동의 주민들이 1년에 한 번씩 지내기 시작한 제사로, 1992년부터 서울특별시 동대문구가 중심이 되어 국가의례의 형식을 갖추어 매년 4월 곡우(穀雨)를 전후해 열리고 있다. 조선시대 국가제사 중 중사에 해당하는 선농제는 선농단보존위원회에서 옛 자료들을 수집, 연구, 고증하여 오늘날에 이르렀고, 선농단보존위원회는 2018년 문화유산보호 유공자 시상식에서 대통령 표창을 수상했다. 선농대제가 끝나면 대형 가마솥과 화덕을 설치하고, 설렁탕을 재현해 그 자리에서 사람들에게 나눠준다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/224/30278/18372/c/176_-2019-선농대제-thumb.jpg,https://ncms.nculture.org/local-festival/story/436,서울특별시,동대문구,서울특별시 동대문구 제기동 무학로44길 38,선농전국한시백일장대회,매년 다른 시제로 전국 규모의 백일장을 열어 장원을 비롯한 우수자를 시상하는 백일장 대회이다.,20191021,"선농제, 중사, 설렁탕",20220630
284,"설렁탕 한 그릇 들고 가세요, 선농대제","선농대제는 1979년부터 선농단이 있는 제기동의 주민들이 1년에 한 번씩 지내기 시작한 제사로, 1992년부터 서울특별시 동대문구가 중심이 되어 국가의례의 형식을 갖추어 매년 4월 곡우(穀雨)를 전후해 열리고 있다. 조선시대 국가제사 중 중사에 해당하는 선농제는 선농단보존위원회에서 옛 자료들을 수집, 연구, 고증하여 오늘날에 이르렀고, 선농단보존위원회는 2018년 문화유산보호 유공자 시상식에서 대통령 표창을 수상했다. 선농대제가 끝나면 대형 가마솥과 화덕을 설치하고, 설렁탕을 재현해 그 자리에서 사람들에게 나눠준다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/224/30278/18372/c/176_-2019-선농대제-thumb.jpg,https://ncms.nculture.org/local-festival/story/436,서울특별시,동대문구,서울특별시 동대문구 제기동 무학로44길 38,선농제례,선농당에서 행해지며 성농대제 보존위원회의 제관들이 전폐례·초헌례·아헌례·종헌례·분헌례·음복례·망요례 절차를 따라 임금이 친히 밭을 갈며 농사의 중요성을 알리던 풍농기원 제사인 선농제례를 봉행한다.,20191021,"선농제, 중사, 설렁탕",20220630
285,한국의 대표적인 겨울축제 '얼음나라화천산천어축제',"산천어는 냉수성 토종 민물고기로 1급수의 맑은 계곡에서만 서식한다. 얼음나라화천산천어축제의 백미는 산천어 낚시이다. 한겨울 매서운 추위로 30cm이상 꽁꽁 언 화천천 위에서 얼음구멍을 뚫고 1급수에서만 서식하는 산천어를 낚는 것이 얼음낚시이다. 산천어 낚시는 1일 최대 8,000명을 동시에 수용할 수 있는 ‘산천어 얼음낚시’, 1일 최대 1,000명을 동시에 수용할 수 있는 ‘외국인 얼음낚시’, 1일 최대 2,000명을 동시에 수용할 수 있는 ‘산천어 밤낚시(야간)’가 있다. 세계 4대 겨울축제로 발돋움하며 외국인 관광객의 비율이 높아졌고, 눈썰매장, 산타우체국 등 가족들이 즐길거리도 많다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/75/30128/16067/c/027_2020-얼음나라-화천산천어축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/310,강원도,화천군,강원 화천군 화천읍 아리 204-1,선등거리 페스티벌,점등식을 진행하며 아름다운 불빛으로 가득한 선등거리를 걸어보자. 유명가수들이 함께하는 축하공연도 즐길 수 있다.,20191021,"얼음, 화천, 산천어, 축제, 화천천",20220630
286,소수서원과 선비촌에서 개최되는 '영주한국선비문화축제',"영주한국선비문화축제는 선비의 고장 영주에서 개최되는 축제이다. 영주한국선비문화축제는 정신문화가치로서 ‘선비정신’을 지속적으로 계승 발전시키고자 한다. 영주한국선비문화축제는 매년 5월 영주시 소수서원과 선비촌 일원에서 개최되며, 축제 기간 동안 소수서원을 야간에도 개방하며, 전국 한시 백일장도 개최한다. 선비의 멋과 풍류, 호연지기를 느낄 수 있는 축제이다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/104/30158/17025/c/050_2019-영주한국선비문화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/315,경상북도,영주시,경상북도 영주시 순흥면 청구리 357번지,선비대모험 문방사우를 찾아라,소수서원을 한 바퀴 돌며 진행되는 선비 미션게임이다. 각 장소마다 미션을 해결하고 도장을 받아서 진짜 선비가 되어보자,20191021,"영주, 선비, 축제, 소수서원, 선비촌, 안향",20220630
287,"선사시대와의 대화, 강동선사문화축제","강동선사문화축제는 서울특별시 강동구 암사동에 있는 서울 암사동 유적에서1996년부터 매년10월 둘째주 금요일부터3일간 열리는 축제이다. 1925년 빗살무늬토기가 발견되면서 알려진 서울 암사동 유적은 국가사적 제267호로, 현존하는 우리나라 신석기 유적 가운데 마을 단위 유적으로는 최대의 규모이다.  기록이 없는 역사 이전의 시대이기에 선사시대라고 부르지만, 남아있는 유적과 유물을 통해 상상력을 자극하는 시대이기도 하다. 강동선사문화축제는 에듀테인먼트형 축제로 아이들과 함께 즐기기에 좋다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/162/30216/17129/c/105_2019강동선사문화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/428,서울특별시,강동구,서울 강동구 암사동 139-2,선사 퍼레이드,원시시대를 주제로 한 강동구 각계각층 18개 동의 주민들이 참여하는 거리 뮤지컬 형식의 분장 행렬이다.,20191021,"신석기, 선사시대, 시간",20220630
288,"설렁탕 한 그릇 들고 가세요, 선농대제","선농대제는 1979년부터 선농단이 있는 제기동의 주민들이 1년에 한 번씩 지내기 시작한 제사로, 1992년부터 서울특별시 동대문구가 중심이 되어 국가의례의 형식을 갖추어 매년 4월 곡우(穀雨)를 전후해 열리고 있다. 조선시대 국가제사 중 중사에 해당하는 선농제는 선농단보존위원회에서 옛 자료들을 수집, 연구, 고증하여 오늘날에 이르렀고, 선농단보존위원회는 2018년 문화유산보호 유공자 시상식에서 대통령 표창을 수상했다. 선농대제가 끝나면 대형 가마솥과 화덕을 설치하고, 설렁탕을 재현해 그 자리에서 사람들에게 나눠준다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/224/30278/18372/c/176_-2019-선농대제-thumb.jpg,https://ncms.nculture.org/local-festival/story/436,서울특별시,동대문구,서울특별시 동대문구 제기동 무학로44길 38,설렁탕 나눔행사,"과거 성농대제를 지낼 때 친경례가 끝난 후 고깃국에 밥을 말아 공경대부, 제사에 동원된 사람들, 구경나온 백성들에게 나눠주던 것에 유래한 재현 행사이다. 선농단에 대형 가마솥과 화덕을 설치해 설렁탕 제작 과정을 재연한 후 관람객들에게 대접한다.",20191021,"선농제, 중사, 설렁탕",20220630
289,설악산을 올라보자! ‘설악문화제’,"설악문화제는 강원도 속초시 일원에서 1966년부터 지내온 설악산의 산악제를 계승한 종합축제이다. 가을철 설악산을 찾는 등산객과 관광객의 안전과 설악산 주변 마을 주민들의 평안을 기원하는 산신제와 등반행사도 함께 거행한다. 줄다리기, 민속경기 등의 전통을 경험하는 장인 동시에, 전국 규모의 등산대회를 함께 치름으로 많은 산악인의 발길을 이끌고 있다.",지역명소축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/188/30242/17155/c/133_-2019설악문화제-thumb.jpg,https://ncms.nculture.org/local-festival/story/91,강원도,속초시,강원 속초시 설악동 148-1,설악문화제 옛 사진 공모,역사기록 아카이빙을 위한 공모전으로 2000년 이전(1966년~2000년) 설악문화제의 모습을 확인 할 수 있는 개인이 소장한 사진을 대상으로 한다. 수집된 자료는 DB화하여 활용할 예정이다. (2021년 기준),20191017,"산신제, 설악산, 소사(小祀), 진산(鎭山), 숭산의식",20220630
290,설악산을 올라보자! ‘설악문화제’,"설악문화제는 강원도 속초시 일원에서 1966년부터 지내온 설악산의 산악제를 계승한 종합축제이다. 가을철 설악산을 찾는 등산객과 관광객의 안전과 설악산 주변 마을 주민들의 평안을 기원하는 산신제와 등반행사도 함께 거행한다. 줄다리기, 민속경기 등의 전통을 경험하는 장인 동시에, 전국 규모의 등산대회를 함께 치름으로 많은 산악인의 발길을 이끌고 있다.",지역명소축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/188/30242/17155/c/133_-2019설악문화제-thumb.jpg,https://ncms.nculture.org/local-festival/story/91,강원도,속초시,강원 속초시 설악동 148-1,설악산 등반대회,"산악 페스티벌 중 하나로 매년 코스와 대회방법이 바뀌는게 특징이다. 더불어 설악산국립공원 외설악 지구에 있는 해발 635m의 암봉(巖峰), 즉 달마봉은 평소엔 출입금지구역이지만, 설악산 등반대회가 열리는 날에 유일하게 개방되기에 많은 산악인들이 찾고 있다.",20191017,"산신제, 설악산, 소사(小祀), 진산(鎭山), 숭산의식",20220630
291,설악산을 올라보자! ‘설악문화제’,"설악문화제는 강원도 속초시 일원에서 1966년부터 지내온 설악산의 산악제를 계승한 종합축제이다. 가을철 설악산을 찾는 등산객과 관광객의 안전과 설악산 주변 마을 주민들의 평안을 기원하는 산신제와 등반행사도 함께 거행한다. 줄다리기, 민속경기 등의 전통을 경험하는 장인 동시에, 전국 규모의 등산대회를 함께 치름으로 많은 산악인의 발길을 이끌고 있다.",지역명소축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/188/30242/17155/c/133_-2019설악문화제-thumb.jpg,https://ncms.nculture.org/local-festival/story/91,강원도,속초시,강원 속초시 설악동 148-1,설악소사,설악소사는 설악산신제로 설악문화제의 중심 행사이며 역사적 문화에 기록된 고대제천행사인 설악소사를 설악산 소공원 일원에서 재현하는 행사이다. 여러 축하공연을 시작으로 사전행사 및 본식이 진행된다.,20191017,"산신제, 설악산, 소사(小祀), 진산(鎭山), 숭산의식",20220630
292,재첩의 본고장 섬진강에서 열리는 '알프스하동섬진강문화재첩축제',"알프스하동섬진강문화재첩축제는 섬진강 전체를 아우르는 하동만의 색깔을 입힌 종합관광 축제이다. 2015년 처음 개최된 알프스하동섬진강문화재첩축제는 매년 7월경 하동읍 송림공원과 섬진강 일원에서 열린다. 대한민국 대표 여름 축제로 자리매김하고 있다. 황금 재첩 모형을 찾으면 금 1돈짜리 황금 재첩으로 바꿔주는 프로그램, 전통 방식의 섬진강 재첩잡이 체험 등이 대표 행사이다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/208/30262/17177/c/159_-2019-하동섬진강재첩문화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/347,경상남도,하동군,경상남도 하동군 하동읍 광평리 443-10,섬진강! 황금재첩을 찾아라!,약 30분간 섬진강에 던져진 황금색 제첩과 갈색인 은재첩을 찾는 행사다. 찾은 사람에게는 각각 금 한돈과 은 한돈이 경품으로 주어진다.,20191021,"알프스, 축제, 음식축제, 지역특산물",20220630
293,다같이 한복 입고 놀아보자 '종로한복축제',"종로한복축제는 한복의 멋과 우수성을 널리 알리기 위한 전국 최대 규모의 한복축제이다. 2016년 처음 개최된 종로한복축제는 매년 9월 대학로 마로니에공원 및 종로구 일대에서 열린다. 종로한복축제는 종로북춤으로 시작해서, 마로니에 공원에서 다 같이 한복을 입고 강강술래하는 것으로 끝난다. 그 사이에 한복을 입은 오케스트라의 연주회, 한복 패션쇼 등이 열리고, 한복을 입고 전통문화를 즐길 수 있는 다양한 프로그램이 준비되어 있다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/50/30104/16031/c/004_2019-종로한복축제(1)-thumb.jpg,https://ncms.nculture.org/local-festival/story/221,서울특별시,종로구,서울특별시 종로구 세종로 81-3,성균관대<고하노라>,성균관대 유생 문화기획단 '청량'에서 진행하며 성균관학교 유생들이 세상을 이롭게 하고자 임금에게 아뢰러 가는 유소문화를 계승한 퍼포먼스다.,20191018,"종로, 한복, 축제, 조선옷, 저고리, 치마, 한복사랑, 생활문화",20220630
294,유네스코가 후원하는 국내 유일의 무술축제 '충주세계무술축제',"충주세계무술축제는 유네스코 인류무형문화유산으로 등재된 택견을 중심으로 한 문화관광축제로, 유네스코의 후원을 받은 국내 유일의 행사이다. 2014년 말을 기준으로 짝수 해는 충주호수축제가, 홀수 해는 충주세계무술축제가 개최된다. 충주세계무술축제는 국제무예연무대회, 세계무술거리에서의 무술체험, e스포츠 무술대회 등 다양한 무술과 문화가 어우러진 프로그램들로 구성되어 있다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/126/30180/17047/c/073_2019-충주세계무술축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/382,충청북도,충주시,충청북도 충주시 남한강로 24 충주세계무술공원,세계무술거리,"세계의 무술체험이 한 거리에 부스마다 있다. 무술 도복, 무기, 용폼 착용 포토이벤트부터 직접 격파, 활쏘기 등과 같은 무술도 체험해볼 수 있다.",20191021,"충주, 태견, 무술, 축제, 유네스코, 인류무형문화유산",20220630
295,유네스코가 후원하는 국내 유일의 무술축제 '충주세계무술축제',"충주세계무술축제는 유네스코 인류무형문화유산으로 등재된 택견을 중심으로 한 문화관광축제로, 유네스코의 후원을 받은 국내 유일의 행사이다. 2014년 말을 기준으로 짝수 해는 충주호수축제가, 홀수 해는 충주세계무술축제가 개최된다. 충주세계무술축제는 국제무예연무대회, 세계무술거리에서의 무술체험, e스포츠 무술대회 등 다양한 무술과 문화가 어우러진 프로그램들로 구성되어 있다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/126/30180/17047/c/073_2019-충주세계무술축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/382,충청북도,충주시,충청북도 충주시 남한강로 24 충주세계무술공원,세계무술공연,"유네스코에 등재된 8개국의 9개 무술 공연을 볼 수 있고 한국의 택견·씨름, 몽골 부흐, 브라질 카포에라, 이란 줄카르네이 등 유네스코 인류무형문화유산을 전승하고 보존하고자 한다.",20191021,"충주, 태견, 무술, 축제, 유네스코, 인류무형문화유산",20220630
296,세계도자비엔날레와 함께 하는 이천도자기축제,"이천도자기축제는 1987년 설봉문화제의 단위행사로 처음 시작하였다. 지역이 특산물(쌀, 복숭아 등)과 연계하고 문화상품으로서의 도자기를 개발하여 우수한 이천 도자기를 알리고자 하였다. 그러다 독립적인 축제로 자리잡기 시작했고, 2001년부터는 2년에 한번씩 세계도자비엔날레도 같이 개최하고 있다. 이천은 2010년 공예와 민속예술분야 유네스코 창의도시로 선정되었고, 2018년에는 유네스코 공예분야 창의도시 의장도시로 선정되었다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/158/30212/17125/c/100_-2019-이천도자기축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/439,경기도,이천시,경기 이천시 신둔면 고척리 597-5,세라마트 도자명장전시,"이천 도예인들의 수준높은 도자예술품을 전시, 관람 및 구매도 가능한 전시 행사이다.",20191021,"이천, 도자기, 세계도자비엔날레",20220630
297,국내 유일 행정도시 세종시민을 위한 '세종축제',"세종특별자치시의 명칭은 국민 공모를 통해 조선 세종의 묘호에서 따온 것으로, 세상(世)의 으뜸(宗)이라는 의미를 담고 있다. 세종축제는 세종대왕의 얼을 기리는 세종특별자치시의 대표적인 축제로, 세종특별자치시의 위상에 맞는 축제를 위해 연기군에서 개최되던 축제 일부를 통합했다. 세종축제는 5일에 걸쳐 다양한 ‘공연, 체험, 전시’ 행사가 진행된다.",지역인물축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/62/30116/16043/c/016_2019-세종축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/232,세종특별자치시,,세종특별자치시 연기면 세종리 1201,세종시민 퍼레이드,"1418년 세종 즉위년도에 맞게끔 시민 1418명이 함께했으며 풍물패, 태권도 시범 등이 뒤따랐고 왕과 그의 행렬이 중심이 되어 걸었다.",20191018,"세종, 축제, 도원문화제, 왕의물 축제, 연기군",20220630
298,국내 유일 행정도시 세종시민을 위한 '세종축제',"세종특별자치시의 명칭은 국민 공모를 통해 조선 세종의 묘호에서 따온 것으로, 세상(世)의 으뜸(宗)이라는 의미를 담고 있다. 세종축제는 세종대왕의 얼을 기리는 세종특별자치시의 대표적인 축제로, 세종특별자치시의 위상에 맞는 축제를 위해 연기군에서 개최되던 축제 일부를 통합했다. 세종축제는 5일에 걸쳐 다양한 ‘공연, 체험, 전시’ 행사가 진행된다.",지역인물축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/62/30116/16043/c/016_2019-세종축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/232,세종특별자치시,,세종특별자치시 연기면 세종리 1201,세종푸드트럭 페스티벌,전국 30여개 도시에서 선발된 푸드트럭 40대가 참가하며 다채로운 메뉴가 준비되어있다. 음식은 대략 100여 가지에 달한다.,20191018,"세종, 축제, 도원문화제, 왕의물 축제, 연기군",20220630
299,전라좌수영에서 벌이는 여수거북선축제,"여수거북선축제는 1967년 여수진남제에서 시작된 전통있는 축제다. 진남관은 전라좌수영의 사령부 건물이었던 진해루 터에 지은 건물이다. '남쪽을 진압하라' 즉, 왜군을 진압하라는 의미를 붙여 진남관이라 불렀다. 여수거북선축제에서는 전야제로 영당 고유제가 열리고, 가장행렬, 선박 해상 햇불놀이, 불꽃놀이, 축등행렬을 진행하며 소년 이순신도 뽑는다. 그중 통제영길놀이는 인기가 많다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/169/30223/17136/c/114_-2019-여수거북선축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/491,전라남도,여수시,전라남도 여수시 중앙동 401번지,소동줄놀이경연대회,관광객 및 어린이들이 체험할 수 있는 보름날 성행했던 소동줄놀이를 재현하는 행사이다.,20191021,"거북선, 진남루, 진남관, 삼도수군통제영, 전라좌수영",20220630
300,청계천에서 펼쳐지는 서울빛초롱축제,"서울빛초롱축제는 2009년부터 서울특별시 청계광장 및 청계천 일대에서 개최되는 빛 축제이다. 2009년 ‘한국 방문의 해’를 기념하여 ‘서울등축제’로 시작했다가, 연례화하면서 진주시의 진주남강유등축제 측과 갈등이 빚어졌다. 두 시는 실무협의를 통해 서울등축제라는 이름을 서울빛초롱축제로 바꾸고, 콘텐츠도 차별화하기로 했다. 복원된 청계천에서 펼쳐지는 서울빛초롱축제는 매년 11월 첫주부터 셋째주까지 17일 동안 열린다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/160/30214/17127/c/102_-2019-서울빛초롱축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/486,서울특별시,동대문구,서울 동대문구 용두동 701-6,소망등 띄우기,축제의 대표적인 프로그램으로 종이배 형태의 소망의 배에 각자의 소망을 담아 다함께 청계천에 띄우는 프로그램이다.,20191021,"등, 빛, 한국 방문의 해, 청계천",20220630
301,남강에 유유히 떠있는 아름다운 등의 향연 '진주남강유등축제',"진주 남강의 유등놀이는 임진왜란의 진주성 전투에 비롯된 것이다. 1592년 10월 김시민 장군이 3,800여 명의 병력으로 진주성을 침공한 2만 명의 왜군을 물리친 진주대첩에서 유등은 군사신호와 가족의 안부를 전하는 통신수단으로 이용되었다. 또한 2차 진주성 전투에서 순국한 사람들의 넋을 위로하기 위해 남강에 유등을 띄우기도 했다. 진주남강유등축제는 진주의 ‘개천예술제’의 특별 행사로 운영되던 유등놀이를 2000년에 별도의 축제로 발전시킨 것이다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/94/30148/16090/c/진주유등축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/364,경상남도,진주시,경상남도 진주시 본성동 415,소망등달기,개인 또는 단체의 소망을 적은 등을 축제 한 곳에 직접 달며 소망이 이루어지길 기원한다.,20191021,"유등, 축제, 임진왜란, 유등놀이, 소망등",20220630
302,전통과 현대가 어우러진 마포나루새우젓축제,"마포나루새우젓축제는 옛 마포나루 일원이었던 월드컵공원에서2008년10월에 처음 개최되었다. 마포나루는 조선시대 말까지 전국의 배들이 새우젓을 싣고 드나들며 거래하던 곳이었다. 전국 산지에서 올라온 질좋은 새우젓을 판매해 김장철을 준비하는 주부들에게 호응이 높았고, 농어촌의 소득 증대에도 일조 했다. 난지연못에 황포돛배와 유등을 띄우고, 초가집 모양의 부스를 설치하는 등 전통문화와 현대문화가 잘 어우러진 연출, 우마차 타기, 새우젓 만들기, 승경도 놀이 등의 다양한 콘텐츠가 관광객들의 기대를 충족시켜준다. 여러 지자체에서 벤치마킹한 축제이다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/88/29767/14295/c/서울새우젓축제2019-10-18-19.55.42-thumb.jpg,https://ncms.nculture.org/local-festival/story/417,서울특별시,마포구,서울 마포구 월드컵로 243-48,소상공인 응원 건강걷기대회(경의선 숲길),"가을을 맞이한 경의선 숲길을 걸으며 여러 이벤트를 만나볼 수 있는 프로그램이다. 곳곳에 위치한 새우인형과 소상공인 응원 인증샷도 찍고, 완주 시 기념 상품도 받아볼 수 있다.",20191021,"마포나루, 황토돗배",20220630
303,"여자만 갯벌의 보물을 캐자, ‘벌교꼬막축제’","전라남도 벌교의 갯벌은 미세한 진흙으로 이루어져 있고, 모래가 섞이지 않고, 오염되지 않아 꼬막 서식의 최적지이다. 일찍이 넓은 여자만 갯벌에 꼬막 양식을 시작했다. 많은 양의 꼬막을 채취하기 위해 널배와 특별히 제작된 꼬막채취 도구를 이용하는데, '벌교의 널배를 이용한 꼬막 채취’는 2016년 국가중요어업유산 2호로 지정되었다. 대표적인 꼬막 양식지인 벌교읍과 대포리에서 2001년부터 매년 11월에 꼬막을 주제로 수산물 축제를 연다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/85/29764/14282/c/%EB%B2%8C%EA%B5%90%EA%BC%AC%EB%A7%89%EC%B6%95%EC%A0%9C2019-11-02-16.37.44-thumb.jpg,https://ncms.nculture.org/local-festival/story/99,전라남도,보성군,전라남도 보성군 벌교읍 벌교천1길 19,소설태백산맥문학기행,소설 태백산맥의 주 무대인 보성군 벌교읍의 문학 기행길을 해설사와 함께 따라 걷는 체험으로 소설을 더 깊이 이해할 수 있는 기회가 된다.,20191017,"꼬막, 개펄, 꼬막무침, 생꼬막",20220630
